"Groupe";"CD_REF";"LB_NOM";"NOM_COMPLET";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_N";"LRN_N_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det"
"Coléoptères";251454;"Cicindela hybrida pseudoriparia";"Cicindela hybrida pseudoriparia Mandl, 1935";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251455;"Cicindela hybrida transversalis";"Cicindela hybrida transversalis Dejean in Latreille & Dejean, 1822";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8330;"Cicindela maritima";"Cicindela maritima Dejean in Latreille & Dejean, 1822";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223044;"Cicindela maroccana";"Cicindela maroccana Fabricius, 1801";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251457;"Cicindela maroccana pseudomaroccana";"Cicindela maroccana pseudomaroccana Roeschke, 1891";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223045;"Cicindela sylvicola";"Cicindela sylvicola Dejean in Latreille & Dejean, 1822";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223039;"Cylindera arenaria";"Cylindera arenaria (Fuessly, 1775)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251442;"Cylindera arenaria arenaria";"Cylindera arenaria arenaria (Fuessly, 1775)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";277987;"Cylindera arenaria viennensis";"Cylindera arenaria viennensis (Schrank, 1781)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";853158;"Cylindera germanica bleusei";"Cylindera germanica bleusei (Beuthin, 1904)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251439;"Cylindera germanica germanica";"Cylindera germanica germanica (Linnaeus, 1758)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223038;"Cylindera paludosa";"Cylindera paludosa (L. Dufour, 1820)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223040;"Cylindera trisignata";"Cylindera trisignata (Dejean in Latreille & Dejean, 1822)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251443;"Cylindera trisignata atlantica";"Cylindera trisignata atlantica (Barthe, 1922)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251444;"Cylindera trisignata corsica";"Cylindera trisignata corsica Rivalier, 1962";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251445;"Cylindera trisignata neustria";"Cylindera trisignata neustria Rivalier, 1962";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251446;"Cylindera trisignata trisignata";"Cylindera trisignata trisignata (Dejean in Latreille & Dejean, 1822)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223042;"Lophyra flexuosa";"Lophyra flexuosa (Fabricius, 1787)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251448;"Lophyra flexuosa flexuosa";"Lophyra flexuosa flexuosa (Fabricius, 1787)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";278018;"Lophyra flexuosa sardea";"Lophyra flexuosa sardea (Dejean, 1831)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223036;"Myriochila melancholica";"Myriochila melancholica (Fabricius, 1798)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251339;"Blethisa multipunctata multipunctata";"Blethisa multipunctata multipunctata (Linnaeus, 1758)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8535;"Elaphrus aureus";"Elaphrus aureus P. Müller, 1821";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251338;"Elaphrus aureus aureus";"Elaphrus aureus aureus P. Müller, 1821";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222989;"Elaphrus pyrenoeus";"Elaphrus pyrenoeus Motschulsky, 1850";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9069;"Abacetus salzmanni";"Abacetus salzmanni (Germar, 1823)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250925;"Callistus lunatus lunatus";"Callistus lunatus lunatus (Fabricius, 1775)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222519;"Chlaenius aeratus";"Chlaenius aeratus (Quensel in Schönherr, 1806)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9376;"Chlaenius chrysocephalus";"Chlaenius chrysocephalus (Rossi, 1790)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9373;"Chlaenius circumscriptus";"Chlaenius circumscriptus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794338;"Chlaenius decipiens";"Chlaenius decipiens (L. Dufour, 1820)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";821816;"Chlaenius dives";"Chlaenius dives Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";837200;"Chlaenius dives dives";"Chlaenius dives dives Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222518;"Chlaenius festivus";"Chlaenius festivus (Panzer, 1796)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794339;"Chlaenius fulgidicollis";"Chlaenius fulgidicollis (L. Dufour, 1820)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9382;"Chlaenius nitidulus";"Chlaenius nitidulus (Schrank, 1781)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794335;"Chlaenius quadrisulcatus";"Chlaenius quadrisulcatus (Paykull, 1790)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9384;"Chlaenius spoliatus";"Chlaenius spoliatus (P. Rossi, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250919;"Chlaenius spoliatus spoliatus";"Chlaenius spoliatus spoliatus (P. Rossi, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9393;"Chlaenius sulcicollis";"Chlaenius sulcicollis (Paykull, 1798)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794336;"Chlaenius terminatus";"Chlaenius terminatus Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794337;"Chlaenius tibialis";"Chlaenius tibialis Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9392;"Chlaenius velutinus";"Chlaenius velutinus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250920;"Chlaenius velutinus auricollis";"Chlaenius velutinus auricollis Gené, 1839";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250921;"Chlaenius velutinus velutinus";"Chlaenius velutinus velutinus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222348;"Masoreus wetterhallii";"Masoreus wetterhallii (Gyllenhal, 1813)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250875;"Masoreus wetterhallii testaceus";"Masoreus wetterhallii testaceus Lucas, 1846";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250876;"Masoreus wetterhallii wetterhallii";"Masoreus wetterhallii wetterhallii (Gyllenhal, 1813)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222349;"Microus mocquerysi";"Microus mocquerysi Chaudoir, 1876";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222346;"Somoplatus fulvus";"Somoplatus fulvus Mulsant & Godart, 1867";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222347;"Somoplatus substriatus";"Somoplatus substriatus Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9238;"Drypta distincta";"Drypta distincta (P. Rossi, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222443;"Acinopus megacephalus";"Acinopus megacephalus (P. Rossi, 1794)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9241;"Acinopus picipes";"Acinopus picipes (Olivier, 1795)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9346;"Acupalpus brunnipes";"Acupalpus brunnipes (Sturm, 1825)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9348;"Acupalpus dubius";"Acupalpus dubius Schilsky, 1888";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9349;"Acupalpus elegans";"Acupalpus elegans (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222418;"Acupalpus exiguus";"Acupalpus exiguus Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9351;"Acupalpus flavicollis";"Acupalpus flavicollis (Sturm, 1825)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222422;"Acupalpus interstitialis";"Acupalpus interstitialis Reitter, 1884";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222419;"Acupalpus luteatus";"Acupalpus luteatus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9352;"Acupalpus maculatus";"Acupalpus maculatus (Schaum, 1860)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9353;"Acupalpus meridianus";"Acupalpus meridianus (Linnaeus, 1761)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9355;"Acupalpus notatus";"Acupalpus notatus Mulsant & Rey, 1861";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222420;"Acupalpus parvulus";"Acupalpus parvulus (Sturm, 1825)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222421;"Acupalpus suturalis";"Acupalpus suturalis Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250900;"Acupalpus suturalis suturalis";"Acupalpus suturalis suturalis Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222506;"Amblystomus metallescens";"Amblystomus metallescens (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9357;"Amblystomus niger";"Amblystomus niger (Heer, 1841)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222507;"Amblystomus raymondi";"Amblystomus raymondi Gautier des Cottes, 1861";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9291;"Anisodactylus binotatus";"Anisodactylus binotatus (Fabricius, 1787)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222411;"Anisodactylus intermedius";"Anisodactylus intermedius Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9293;"Anisodactylus nemorivagus";"Anisodactylus nemorivagus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222410;"Anisodactylus poeciloides";"Anisodactylus poeciloides (Stephens, 1828)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250898;"Anisodactylus poeciloides poeciloides";"Anisodactylus poeciloides poeciloides (Stephens, 1828)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222409;"Anisodactylus signatus";"Anisodactylus signatus (Panzer, 1796)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9292;"Anisodactylus virens";"Anisodactylus virens Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250899;"Anisodactylus virens virens";"Anisodactylus virens virens Dejean, 1829";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222413;"Anthracus consputus";"Anthracus consputus (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222414;"Anthracus flavipennis";"Anthracus flavipennis (Lucas, 1846)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222415;"Anthracus longicornis";"Anthracus longicornis (Schaum, 1857)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222416;"Anthracus quarnerensis";"Anthracus quarnerensis (Reitter, 1884)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222417;"Anthracus transversalis";"Anthracus transversalis (Schaum, 1862)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222429;"Bradycellus brevitarsis";"Bradycellus brevitarsis Normand, 1946";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222430;"Bradycellus caucasicus";"Bradycellus caucasicus (Chaudoir, 1846)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222431;"Bradycellus csikii";"Bradycellus csikii Laczo, 1912";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9341;"Bradycellus distinctus";"Bradycellus distinctus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9342;"Bradycellus harpalinus";"Bradycellus harpalinus (Audinet-Serville, 1821)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222432;"Bradycellus ruficollis";"Bradycellus ruficollis (Stephens, 1828)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9344;"Bradycellus sharpi";"Bradycellus sharpi Joy, 1912";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9343;"Bradycellus verbasci";"Bradycellus verbasci (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222501;"Carterus dama";"Carterus dama (P. Rossi, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222502;"Carterus fulvipes";"Carterus fulvipes (Latreille, 1817)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222503;"Carterus gilvipes";"Carterus gilvipes (Piochard de la Brûlerie, 1873)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222504;"Carterus rotundicollis";"Carterus rotundicollis Rambur, 1837";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222472;"Cephalophonus cephalotes";"Cephalophonus cephalotes (Fairmaire & Laboulbène, 1854)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222469;"Cryptophonus litigiosus";"Cryptophonus litigiosus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250912;"Cryptophonus litigiosus litigiosus";"Cryptophonus litigiosus litigiosus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222470;"Cryptophonus melancholicus";"Cryptophonus melancholicus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250913;"Cryptophonus melancholicus melancholicus";"Cryptophonus melancholicus melancholicus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250914;"Cryptophonus melancholicus reichei";"Cryptophonus melancholicus reichei (Jakobson, 1907)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222471;"Cryptophonus tenebrosus";"Cryptophonus tenebrosus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9235;"Daptus vittatus";"Daptus vittatus Fischer von Waldheim, 1823";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222423;"Dicheirotrichus gustavii";"Dicheirotrichus gustavii Crotch, 1871";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222424;"Dicheirotrichus obsoletus";"Dicheirotrichus obsoletus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222425;"Dicheirotrichus pallidus";"Dicheirotrichus pallidus (Dejean, 1829)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222428;"Dicheirotrichus rufithorax";"Dicheirotrichus rufithorax (C.R. Sahlberg, 1827)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9248;"Ditomus calydonius";"Ditomus calydonius (Rossi, 1790)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";250915;"Ditomus calydonius calydonius";"Ditomus calydonius calydonius (Rossi, 1790)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222499;"Ditomus tricuspidatus";"Ditomus tricuspidatus (Fabricius, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222495;"Dixus capito";"Dixus capito (Audinet-Serville, 1821)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222497;"Dixus interruptus";"Dixus interruptus (Fabricius, 1775)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222498;"Dixus sphaerocephalus";"Dixus sphaerocephalus (Olivier, 1795)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";222505;"Graniger cordicollis";"Graniger cordicollis (Audinet-Serville, 1821)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9275;"Gynandromorphus etruscus";"Gynandromorphus etruscus (Quensel in Schönherr, 1806)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795011;"Harpalophonus italus";"Harpalophonus italus Schaum, 1860";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9297;"Harpalus albanicus";"Harpalus albanicus Reitter, 1900";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";794340;"Harpalus angustitarsis";"Harpalus angustitarsis Reitter, 1887";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9298;"Harpalus anxius";"Harpalus anxius (Duftschmid, 1812)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9299;"Harpalus atratus";"Harpalus atratus Latreille, 1804";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";9300;"Harpalus attenuatus";"Harpalus attenuatus Stephens, 1828";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
