"Groupe";"CD_REF";"LB_NOM";"NOM_COMPLET";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_N";"LRN_N_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det"
"Lépidoptères";246728;"Metzneria hilarella";"Metzneria hilarella Caradja, 1920";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246733;"Metzneria intestinella";"Metzneria intestinella (Mann, 1864)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246723;"Metzneria lappella";"Metzneria lappella (Linnaeus, 1758)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246724;"Metzneria littorella";"Metzneria littorella (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246727;"Metzneria metzneriella";"Metzneria metzneriella (Stainton, 1851)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";1003420;"Metzneria neli";"Metzneria neli Huemer, 2021";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246721;"Metzneria neuropterella";"Metzneria neuropterella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246719;"Metzneria paucipunctella";"Metzneria paucipunctella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246734;"Metzneria santolinella";"Metzneria santolinella (Amsel, 1936)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246729;"Metzneria staehelinella";"Metzneria staehelinella Englert, 1974";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246732;"Metzneria subflavella";"Metzneria subflavella Englert, 1974";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246720;"Metzneria tenuiella";"Metzneria tenuiella (Mann, 1864)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246735;"Metzneria tristella";"Metzneria tristella Rebel, 1901";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246707;"Monochroa arundinetella";"Monochroa arundinetella (Stainton, 1858)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";778579;"Monochroa bronzella";"Monochroa bronzella Karsholt, Nel, Fournier, Varenne & Huemer, 2013";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246702;"Monochroa conspersella";"Monochroa conspersella (Herrich-Schäffer, 1854)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246698;"Monochroa cytisella";"Monochroa cytisella (Curtis, 1837)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246701;"Monochroa dellabeffai";"Monochroa dellabeffai (Rebel, 1932)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342420;"Monochroa divisella";"Monochroa divisella (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246703;"Monochroa elongella";"Monochroa elongella (Heinemann, 1870)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246709;"Monochroa ferrea";"Monochroa ferrea (Frey, 1870)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246710;"Monochroa hornigi";"Monochroa hornigi (Staudinger, 1883)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342418;"Monochroa inflexella";"Monochroa inflexella Svensson, 1992";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246705;"Monochroa lucidella";"Monochroa lucidella (Stephens, 1834)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";253275;"Monochroa lucidella lucidella";"Monochroa lucidella lucidella (Stephens, 1834)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";1039472;"Monochroa moyses";"Monochroa moyses Uffen, 1991";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";993208;"Monochroa niphognatha";"Monochroa niphognatha (Gozmány, 1953)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342424;"Monochroa nomadella";"Monochroa nomadella (Zeller, 1868)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246706;"Monochroa palustrellus";"Monochroa palustrellus (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246699;"Monochroa rumicetella";"Monochroa rumicetella (O. Hofmann, 1868)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342415;"Monochroa scutatella";"Monochroa scutatella (Müller-Rutz, 1920)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342414;"Monochroa sepicolella";"Monochroa sepicolella (Herrich-Schäffer, 1854)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";814543;"Monochroa sperata";"Monochroa sperata Huemer & Karsholt, 2010";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246708;"Monochroa suffusella";"Monochroa suffusella (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246700;"Monochroa tenebrella";"Monochroa tenebrella (Hübner, 1817)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246686;"Ornativalva plutelliformis";"Ornativalva plutelliformis (Staudinger, 1859)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246685;"Ornativalva pseudotamariciella";"Ornativalva pseudotamariciella Sattler, 1967";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";834649;"Ornativalva tamaricella";"Ornativalva tamaricella (Zeller, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946886;"Oxypteryx atrella";"Oxypteryx atrella (Denis & Schiffermüller, 1775)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946885;"Oxypteryx helotella";"Oxypteryx helotella (Staudinger, 1859)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946883;"Oxypteryx immaculatella";"Oxypteryx immaculatella (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946878;"Oxypteryx libertinella";"Oxypteryx libertinella (Zeller, 1872)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946876;"Oxypteryx mirusella";"Oxypteryx mirusella (Huemer & Karsholt, 2013)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946873;"Oxypteryx nigritella";"Oxypteryx nigritella (Zeller, 1847)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946855;"Oxypteryx nigromaculella";"Oxypteryx nigromaculella (Millière, 1872)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946870;"Oxypteryx occidentella";"Oxypteryx occidentella (Huemer & Karsholt, 2011)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946867;"Oxypteryx ochricapilla";"Oxypteryx ochricapilla (Rebel, 1903)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946865;"Oxypteryx parahelotella";"Oxypteryx parahelotella (Nel, 1995)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946864;"Oxypteryx plumbella";"Oxypteryx plumbella (Heinemann, 1870)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946862;"Oxypteryx superbella";"Oxypteryx superbella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946860;"Oxypteryx unicolorella";"Oxypteryx unicolorella (Duponchel, 1844)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946857;"Oxypteryx wilkella";"Oxypteryx wilkella (Linnaeus, 1758)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246775;"Paranarsia joannisiella";"Paranarsia joannisiella Ragonot, 1895";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246713;"Parapodia sinaica";"Parapodia sinaica (Frauenfeld, 1859)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946851;"Pragmatodes albagonella";"Pragmatodes albagonella (Varenne & Nel, 2010)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946852;"Pragmatodes cyrneogonella";"Pragmatodes cyrneogonella (Nel & Varenne, 2012)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946850;"Pragmatodes melagonella";"Pragmatodes melagonella (Constant, 1895)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";946853;"Pragmatodes parvulata";"Pragmatodes parvulata (Gozmány, 1957)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";850201;"Psamathocrita argentella";"Psamathocrita argentella Pierce & Metcalfe, 1942";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342427;"Psamathocrita dalmatinella";"Psamathocrita dalmatinella Huemer & Tokár, 2000";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246715;"Psamathocrita osseella";"Psamathocrita osseella (Stainton, 1861)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246717;"Ptocheuusa inopella";"Ptocheuusa inopella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246716;"Ptocheuusa paupella";"Ptocheuusa paupella (Zeller, 1847)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";995117;"Ptycerata gypsella";"Ptycerata gypsella (Constant, 1893)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246739;"Pyncostola bohemiella";"Pyncostola bohemiella (Nickerl, 1864)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246664;"Catatinagma trivittellum";"Catatinagma trivittellum Rebel, 1903";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";770850;"Dactylotula altithermella";"Dactylotula altithermella (Walsingham, 1903)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";770851;"Dactylotula kinkerella";"Dactylotula kinkerella (Snellen, 1876)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246662;"Epidola barcinonella";"Epidola barcinonella Millière, 1867";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246663;"Epidola nuraghella";"Epidola nuraghella Hartig, 1939";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246661;"Epidola stigma";"Epidola stigma Staudinger, 1859";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";1036426;"Mondeguina atlanticella";"Mondeguina atlanticella Corley, Rosete & Ferreira, 2020";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";967875;"Mondeguina mediterranella";"Mondeguina mediterranella (Nel & Varenne, 2012)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246660;"Oecocecis guyonella";"Oecocecis guyonella Guenée, 1870";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246631;"Pexicopia malvella";"Pexicopia malvella (Hübner, 1805)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246630;"Platyedra subcinerea";"Platyedra subcinerea (Haworth, 1828)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246629;"Sitotroga cerealella";"Sitotroga cerealella (Olivier, 1789)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246628;"Sitotroga psacasta";"Sitotroga psacasta (Meyrick, 1908)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246634;"Acompsia antirrhinella";"Acompsia antirrhinella (Millière, 1866)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246632;"Acompsia cinerella";"Acompsia cinerella (Clerck, 1759)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246636;"Acompsia delmastroella";"Acompsia delmastroella Huemer, 1998";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246635;"Acompsia dimorpha";"Acompsia dimorpha Petry, 1904";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246638;"Acompsia minorella";"Acompsia minorella (Rebel, 1899)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246637;"Acompsia muellerrutzi";"Acompsia muellerrutzi Wehrli, 1925";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246633;"Acompsia pyrenaella";"Acompsia pyrenaella Huemer & Karsholt, 2002";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246640;"Acompsia schmidtiellus";"Acompsia schmidtiellus (Heyden, 1848)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246639;"Acompsia tripunctella";"Acompsia tripunctella (Denis & Schiffermüller, 1775)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246648;"Anasphaltis renigerellus";"Anasphaltis renigerellus (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246646;"Brachmia blandella";"Brachmia blandella (Fabricius, 1798)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246645;"Brachmia dimidiella";"Brachmia dimidiella (Denis & Schiffermüller, 1775)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246647;"Brachmia inornatella";"Brachmia inornatella (Douglas, 1850)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";342380;"Brachmia procursella";"Brachmia procursella Rebel, 1903";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246650;"Dichomeris acuminata";"Dichomeris acuminata (Staudinger in Kalchberg, 1876)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246659;"Dichomeris alacella";"Dichomeris alacella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246656;"Dichomeris derasella";"Dichomeris derasella (Denis & Schiffermüller, 1775)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246652;"Dichomeris helianthemi";"Dichomeris helianthemi (Walsingham, 1903)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246653;"Dichomeris juniperella";"Dichomeris juniperella (Linnaeus, 1761)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246651;"Dichomeris limbipunctellus";"Dichomeris limbipunctellus (Staudinger, 1859)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246657;"Dichomeris limosella";"Dichomeris limosella (Schläger, 1849)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246654;"Dichomeris marginella";"Dichomeris marginella (Fabricius, 1781)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246658;"Dichomeris rasilella";"Dichomeris rasilella (Herrich-Schäffer, 1854)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246655;"Dichomeris ustalella";"Dichomeris ustalella (Fabricius, 1794)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";1029942;"Helcystogramma arulensis";"Helcystogramma arulensis (Rebel, 1929)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";967866;"Helcystogramma lamprostoma";"Helcystogramma lamprostoma (Zeller, 1847)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246641;"Helcystogramma lineolella";"Helcystogramma lineolella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246643;"Helcystogramma lutatella";"Helcystogramma lutatella (Herrich-Schäffer, 1854)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246644;"Helcystogramma rufescens";"Helcystogramma rufescens (Haworth, 1828)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246642;"Helcystogramma triannulella";"Helcystogramma triannulella (Herrich-Schäffer, 1854)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246834;"Aroga aristotelis";"Aroga aristotelis (Millière, 1876)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";912966;"Aroga corsa";"Aroga corsa Varenne & Nel, 2019";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246833;"Aroga flavicomella";"Aroga flavicomella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246832;"Aroga pascuicola";"Aroga pascuicola (Staudinger, 1871)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246835;"Aroga temporariella";"Aroga temporariella Sattler, 1960";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";726405;"Aroga velocella";"Aroga velocella (Zeller, 1839)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246820;"Athrips amoenella";"Athrips amoenella (Frey, 1882)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246822;"Athrips asarinella";"Athrips asarinella (Chrétien, 1930)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246816;"Athrips medjella";"Athrips medjella (Chrétien, 1900)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246817;"Athrips mouffetella";"Athrips mouffetella (Linnaeus, 1758)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lépidoptères";246819;"Athrips nigricostella";"Athrips nigricostella (Duponchel, 1843)";NA;"Insecta";"Lepidoptera";"Gelechiidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
